component_name	component_version	package_or_native_component	upstream_source	license_expression	selected_license_branch	authoritative_private_license_path	public_legal_file_path	legal_file_sha256	notice_path	artifacts	distribution_kind	inclusion_reason	exclusion_reason	verification_status
lazy_static	1.5.0	rust-package	https://crates.io/crates/lazy_static/1.5.0	MIT OR Apache-2.0	MIT	licenses/lazy_static-1.5.0-LICENSE-MIT-MIT-190f88e99b-0621878e61f0.txt	licenses/lazy_static-1.5.0-LICENSE-MIT-MIT-190f88e99b-0621878e61f0.txt	0621878e61f0d0fda054bcbe02df75192c28bde1ecc8289cbd86aeba2dd72720		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display_sound-> mcraw4vulkan-display-sound@0.1.0 -normal:sdl2-> sdl2@0.38.0 -normal:lazy_static-> lazy_static@1.5.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
libc	0.2.189	rust-package	https://crates.io/crates/libc/0.2.189	MIT OR Apache-2.0	MIT	licenses/libc-0.2.189-LICENSE-MIT-MIT-127e753e47-123a331b5dbf.txt	licenses/libc-0.2.189-LICENSE-MIT-MIT-127e753e47-123a331b5dbf.txt	123a331b5dbf04c30097fa43b8f858bc85df671fe776de498d01f3d6b7c1f69e		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:khronos_egl-> khronos-egl@6.0.0 -normal:libc-> libc@0.2.189. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
libloading	0.8.9	rust-package	https://crates.io/crates/libloading/0.8.9	ISC	ISC	licenses/libloading-0.8.9-LICENSE-ISC-6d748c2e10-b29f8b014523.txt	licenses/libloading-0.8.9-LICENSE-ISC-6d748c2e10-b29f8b014523.txt	b29f8b01452350c20dd1af16ef83b598fea3053578ccc1c7a0ef40e57be2620f		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:ash-> ash@0.38.0+1.3.281 -normal:libloading-> libloading@0.8.9. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
linux-raw-sys	0.12.1	rust-package	https://crates.io/crates/linux-raw-sys/0.12.1	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	MIT	licenses/linux-raw-sys-0.12.1-LICENSE-MIT-MIT-40ea016809-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:zbus-> zbus@5.19.0 -normal:async_io-> async-io@2.6.0 -normal:polling-> polling@3.11.0 -normal:rustix-> rustix@1.1.4 -normal:linux_raw_sys-> linux-raw-sys@0.12.1. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
litrs	1.0.0	rust-package	https://crates.io/crates/litrs/1.0.0	MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO_SUPPORT		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:document_features-> document-features@0.2.12 -normal:litrs-> litrs@1.0.0. No independent target unit or generated-material proof.	PASS
lock_api	0.4.14	rust-package	https://crates.io/crates/lock_api/0.4.14	MIT OR Apache-2.0	MIT	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	licenses/lock_api-0.4.14-LICENSE-MIT-MIT-e11af46c0a-c9a75f18b9ab.txt	c9a75f18b9ab2927829a208fc6aa2cf4e63b8420887ba29cdb265d6619ae82d5		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:parking_lot-> parking_lot@0.12.5 -normal:lock_api-> lock_api@0.4.14. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
log	0.4.33	rust-package	https://crates.io/crates/log/0.4.33	MIT OR Apache-2.0	MIT	licenses/log-0.4.33-LICENSE-MIT-MIT-36fb3a8194-6485b8ed310d.txt	licenses/bitflags-1.3.2-LICENSE-MIT-MIT-76a9400ff4-6485b8ed310d.txt	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:log-> log@0.4.33. Observed unit contexts: HOST_BUILD_DEPENDENCY,TARGET_LINKED_RUNTIME.		PASS
mac-notification-sys	0.6.15	rust-package	https://crates.io/crates/mac-notification-sys/0.6.15	MIT/Apache-2.0	MIT	licenses/mac-notification-sys-0.6.15-LICENSE-MIT-MIT-5ddc48521d-1299b4d9d15e.txt	licenses/mac-notification-sys-0.6.15-LICENSE-MIT-MIT-5ddc48521d-1299b4d9d15e.txt	1299b4d9d15e9d67e4ac0e7d47ae9404887ca3cf0764aadeec7588d5a6e8e0cc		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
macFUSE-libfuse	EXTERNAL	native-component	https://osxfuse.github.io/	NOT_DISTRIBUTED	NOT_APPLICABLE					macos-universal	SYSTEM_OR_PACKAGE_MANAGER_DEPENDENCY_NOT_DISTRIBUTED	External /usr/local/lib/libfuse.2.dylib load relationship only; no macFUSE or libfuse binary occurs in the app, extracted PKG, or mounted DMG		PASS
malloc_buf	0.0.6	rust-package	https://crates.io/crates/malloc_buf/0.0.6	MIT	MIT	licenses/malloc_buf-0.0.6-LICENSE-MIT-d9a3e53964-aced7b57e474.txt	licenses/malloc_buf-0.0.6-LICENSE-MIT-d9a3e53964-aced7b57e474.txt	aced7b57e474a63edb5a724954222bf7659c01ceef0e648a03af799582991db7		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0 -normal:objc-> objc@0.2.7 -normal:malloc_buf-> malloc_buf@0.0.6. Observed unit contexts: TARGET_LINKED_RUNTIME. Legal text source: https://github.com/SSheldon/malloc_buf/blob/master/LICENSE at revision d9a3e539642bd90e07df458d226b19cdfa606863; exact upstream bytes.		PASS
memchr	2.8.3	rust-package	https://crates.io/crates/memchr/2.8.3	Unlicense OR MIT	MIT	licenses/memchr-2.8.3-COPYING-NOTICE-d7b876a5c6-01c266bced4a.txt	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	01c266bced4a434da0051174d6bee16a4c82cf634e2679b6155d40d75012390f	licenses/jiff-0.2.35-COPYING-NOTICE-e51ef4b4ac-01c266bced4a.txt	arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_mcrawcontainer-> mcraw4vulkan-mcrawcontainer@0.1.0 -normal:serde_json-> serde_json@1.0.151 -normal:memchr-> memchr@2.8.3. Observed unit contexts: HOST_BUILD_DEPENDENCY,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
memchr	2.8.3	rust-package	https://crates.io/crates/memchr/2.8.3	Unlicense OR MIT	MIT	licenses/memchr-2.8.3-LICENSE-MIT-MIT-cd599a8389-0f96a83840e1.txt	licenses/jiff-0.2.35-LICENSE-MIT-MIT-84c2c65344-0f96a83840e1.txt	0f96a83840e146e43c0ec96a22ec1f392e0680e6c1226e6f3ba87e0740af850f		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_audio-> mcraw4vulkan-audio@0.1.0 -normal:mcraw4vulkan_mcrawcontainer-> mcraw4vulkan-mcrawcontainer@0.1.0 -normal:serde_json-> serde_json@1.0.151 -normal:memchr-> memchr@2.8.3. Observed unit contexts: HOST_BUILD_DEPENDENCY,HOST_PROC_MACRO_SUPPORT,TARGET_LINKED_RUNTIME.		PASS
memoffset	0.9.1	rust-package	https://crates.io/crates/memoffset/0.9.1	MIT	MIT	licenses/memoffset-0.9.1-LICENSE-MIT-6c053684d4-3234ac558162.txt	licenses/memoffset-0.9.1-LICENSE-MIT-6c053684d4-3234ac558162.txt	3234ac55816264ee7b6c7ee27efd61cf0a1fe775806870e3d9b4c41ea73c5cb1		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:nix-> nix@0.30.1 -normal:memoffset-> memoffset@0.9.1. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
metal	0.31.0	rust-package	https://crates.io/crates/metal/0.31.0	MIT OR Apache-2.0	MIT	licenses/metal-0.31.0-LICENSE-MIT-MIT-1cd60199b0-0621878e61f0.txt	licenses/lazy_static-1.5.0-LICENSE-MIT-MIT-190f88e99b-0621878e61f0.txt	0621878e61f0d0fda054bcbe02df75192c28bde1ecc8289cbd86aeba2dd72720		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
miniz_oxide	0.8.9	rust-package	https://crates.io/crates/miniz_oxide/0.8.9	MIT OR Zlib OR Apache-2.0	MIT	licenses/miniz_oxide-0.8.9-LICENSE-MIT-21d38f3e54-4108245a1f2d.txt	licenses/miniz_oxide-0.8.9-LICENSE-MIT-21d38f3e54-4108245a1f2d.txt	4108245a1f2df9d4e94df8abed5b4ba0759bb2f9b40a6b939f1be141077ae50b		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1 -normal:flate2-> flate2@1.1.9 -normal:miniz_oxide-> miniz_oxide@0.8.9. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
miniz_oxide	0.8.9	rust-package	https://crates.io/crates/miniz_oxide/0.8.9	MIT OR Zlib OR Apache-2.0	MIT	licenses/miniz_oxide-0.8.9-LICENSE-MIT.md-MIT-4c61226480-799e9ca9d179.txt	licenses/miniz_oxide-0.8.9-LICENSE-MIT.md-MIT-4c61226480-799e9ca9d179.txt	799e9ca9d179295ef372f25d3769cdda7d25bb2668add6a6a1e22d1e4c678b8d		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:png-> png@0.18.1 -normal:flate2-> flate2@1.1.9 -normal:miniz_oxide-> miniz_oxide@0.8.9. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
MoltenVK	1.4.1	native-component	https://github.com/KhronosGroup/MoltenVK	Apache-2.0	Apache-2.0	licenses/gl_generator-0.14.0-LICENSE-Apache-2_0-33bdcf7e06-cfc7749b96f6.txt	licenses/gl_generator-0.14.0-LICENSE-Apache-2_0-33bdcf7e06-cfc7749b96f6.txt	cfc7749b96f63bd31c3c42b5c471bf756814053e847c10f3eb003417bc523d30		macos-universal	BUNDLED_DYNAMIC_LIBRARY_AND_DATA	Vulkan SDK 1.4.350.1; arm64,x86_64 packaged dylib SHA-256 eeff13a38d1370d79530df598a07ecdb2382d385d26eabef13a52fd3b7d7be23; source dylib SHA-256 02af7dfaa962b84f78f07510fb26fb63633de50ca15d62f4d8504489a455bb66; packaged MoltenVK_icd.json SHA-256 7592dbee06139ffd105feb5a4e442babeec882da5c345565460aa3feb9e6d522 Legal text source: https://github.com/KhronosGroup/MoltenVK/blob/main/LICENSE at revision 1484e7f8f85a0564c4162d8e668907d5fca5b109; exact upstream bytes reused by hash.		PASS
naga	24.0.0	rust-package	https://crates.io/crates/naga/24.0.0	MIT OR Apache-2.0	MIT	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	licenses/naga-24.0.0-LICENSE.MIT-MIT-5df44094fa-c7fea58d1cfe.txt	c7fea58d1cfe49634cd92e54fc10a9d871f4b275321a4cd8c09e449122caaeb4		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:naga-> naga@24.0.0. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
ndk-sys	0.5.0+25.2.9519653	rust-package	https://crates.io/crates/ndk-sys/0.5.0+25.2.9519653	MIT OR Apache-2.0	NOT_SELECTED						TARGET_NOT_APPLICABLE		Locked for another target/optional graph but unreachable from production or dev roots on the four audited release targets. License expression verified from locally cached exact crate source ndk-sys-0.5.0+25.2.9519653.	PASS
nix	0.30.1	rust-package	https://crates.io/crates/nix/0.30.1	MIT	MIT	licenses/nix-0.30.1-LICENSE-MIT-8aca0c9167-66e3ee1fa7f9.txt	licenses/nix-0.30.1-LICENSE-MIT-8aca0c9167-66e3ee1fa7f9.txt	66e3ee1fa7f909ad3c612d556f2a0cdabcd809ad6e66f3b0605015ac64841b70		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:nix-> nix@0.30.1. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
nohash-hasher	0.2.0	rust-package	https://crates.io/crates/nohash-hasher/0.2.0	Apache-2.0 OR MIT	MIT	licenses/nohash-hasher-0.2.0-LICENSE-MIT-MIT-d9dc948a91-ec353d4fecf7.txt	licenses/nohash-hasher-0.2.0-LICENSE-MIT-MIT-d9dc948a91-ec353d4fecf7.txt	ec353d4fecf7963b4c054384557e5dbc3c7a717997eb4a3815b315721a6aa75a		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan-gui -normal:egui-> egui@0.31.1 -normal:epaint-> epaint@0.31.1 -normal:nohash_hasher-> nohash-hasher@0.2.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
notify-rust	4.17.0	rust-package	https://crates.io/crates/notify-rust/4.17.0	MIT/Apache-2.0	MIT	licenses/notify-rust-4.17.0-LICENSE-MIT-MIT-9bee4d012b-d848c165548b.txt	licenses/notify-rust-4.17.0-LICENSE-MIT-MIT-9bee4d012b-d848c165548b.txt	d848c165548bd3f33419b71c3c3bb7cacec620d93383483393410688cba68431		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
nu-ansi-term	0.50.3	rust-package	https://crates.io/crates/nu-ansi-term/0.50.3	MIT	MIT	licenses/nu-ansi-term-0.50.3-LICENSE-MIT-c39a33a106-284465860407.txt	licenses/nu-ansi-term-0.50.3-LICENSE-MIT-c39a33a106-284465860407.txt	284465860407420254e39be4e1bdcaaf2e7f2d18e06f9bab75bc75341a5d8501		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:tracing_subscriber-> tracing-subscriber@0.3.23 -normal:nu_ansi_term-> nu-ansi-term@0.50.3. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
num-conv	0.1.0	rust-package	https://crates.io/crates/num-conv/0.1.0	MIT OR Apache-2.0	MIT	licenses/num-conv-0.1.0-LICENSE-MIT-MIT-5fc5ae1c7c-af85fff507d8.txt	licenses/num-conv-0.1.0-LICENSE-MIT-MIT-5fc5ae1c7c-af85fff507d8.txt	af85fff507d80e6c7ff242acfc4b0a7f5de9a72286bb3c883c782772ca4b4402		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:time-> time@0.3.45 -normal:num_conv-> num-conv@0.1.0. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
num-traits	0.2.19	rust-package	https://crates.io/crates/num-traits/0.2.19	MIT OR Apache-2.0	MIT	licenses/num-traits-0.2.19-LICENSE-MIT-MIT-1af684b9b7-6485b8ed310d.txt	licenses/bitflags-1.3.2-LICENSE-MIT-MIT-76a9400ff4-6485b8ed310d.txt	6485b8ed310d3f0340bf1ad1f47645069ce4069dcc6bb46c7d5c6faf41de1fdb		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:ordered_float-> ordered-float@4.6.0 -normal:num_traits-> num-traits@0.2.19. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME.		PASS
num_enum	0.7.6	rust-package	https://crates.io/crates/num_enum/0.7.6	BSD-3-Clause OR MIT OR Apache-2.0	MIT	licenses/num_enum-0.7.6-LICENSE-MIT-MIT-8a3f771207-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:num_enum-> num_enum@0.7.6. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
num_enum_derive	0.7.6	rust-package	https://crates.io/crates/num_enum_derive/0.7.6	BSD-3-Clause OR MIT OR Apache-2.0	NOT_SELECTED						HOST_PROC_MACRO		Host-only compilation-unit proof: mcraw4vulkan -normal:mcraw4vulkan_fuse-> mcraw4vulkan-fuse@0.1.0 -normal:fuser-> fuser@0.17.0 -normal:num_enum-> num_enum@0.7.6 -normal:num_enum_derive-> num_enum_derive@0.7.6. No independent target unit or generated-material proof.	PASS
objc	0.2.7	rust-package	https://crates.io/crates/objc/0.2.7	MIT	MIT	licenses/objc-0.2.7-LICENSE.txt-MIT-d355852ee1-e353f37b12ae.txt	licenses/objc-0.2.7-LICENSE.txt-MIT-d355852ee1-e353f37b12ae.txt	e353f37b12aefbb9f9b29490e837cfee05d9bda70804b3562839a3285c1df1e5		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:metal-> metal@0.31.0 -normal:objc-> objc@0.2.7. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
objc2	0.6.4	rust-package	https://crates.io/crates/objc2/0.6.4	MIT	MIT	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:objc2-> objc2@0.6.4. Observed unit contexts: HOST_BUILD_SCRIPT,TARGET_LINKED_RUNTIME. Legal text source: https://github.com/madsmtm/objc2/blob/main/LICENSE-MIT.txt at revision 94bb7d7ede901aaf483fa73bb67d58b462911652; exact upstream bytes.		PASS
objc2-core-foundation	0.3.2	rust-package	https://crates.io/crates/objc2-core-foundation/0.3.2	Zlib OR Apache-2.0 OR MIT	MIT	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:objc2_foundation-> objc2-foundation@0.3.2 -normal:objc2_core_foundation-> objc2-core-foundation@0.3.2. Observed unit contexts: TARGET_LINKED_RUNTIME. Legal text source: https://github.com/madsmtm/objc2/blob/main/LICENSE-MIT.txt at revision 94bb7d7ede901aaf483fa73bb67d58b462911652; developer-selected MIT branch; exact upstream bytes.		PASS
objc2-core-foundation	0.3.2	rust-package	https://crates.io/crates/objc2-core-foundation/0.3.2	Zlib OR Apache-2.0 OR MIT	MIT	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:objc2_foundation-> objc2-foundation@0.3.2 -normal:objc2_core_foundation-> objc2-core-foundation@0.3.2. Observed unit contexts: TARGET_LINKED_RUNTIME. Legal text source: https://github.com/madsmtm/objc2/blob/main/LICENSE-MIT.txt at revision 94bb7d7ede901aaf483fa73bb67d58b462911652; developer-selected MIT branch; exact upstream bytes.		PASS
objc2-encode	4.1.0	rust-package	https://crates.io/crates/objc2-encode/4.1.0	MIT	MIT	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:objc2-> objc2@0.6.4 -normal:objc2_encode-> objc2-encode@4.1.0. Observed unit contexts: TARGET_LINKED_RUNTIME. Legal text source: https://github.com/madsmtm/objc2/blob/main/LICENSE-MIT.txt at revision 94bb7d7ede901aaf483fa73bb67d58b462911652; exact upstream bytes.		PASS
objc2-foundation	0.3.2	rust-package	https://crates.io/crates/objc2-foundation/0.3.2	MIT	MIT	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	licenses/block2-0.6.2-LICENSE-MIT.txt-MIT-94bb7d7ede-f6a2e783669a.txt	f6a2e783669a0dd7a2c3b8a4f76db40ae49033e66e1bdc30f3aa25fe5577b070		macos-universal	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_preflight-> mcraw4vulkan-preflight@0.1.0 -normal:notify_rust-> notify-rust@4.17.0 -normal:mac_notification_sys-> mac-notification-sys@0.6.15 -normal:objc2_foundation-> objc2-foundation@0.3.2. Observed unit contexts: TARGET_LINKED_RUNTIME. Legal text source: https://github.com/madsmtm/objc2/blob/main/LICENSE-MIT.txt at revision 94bb7d7ede901aaf483fa73bb67d58b462911652; exact upstream bytes.		PASS
once_cell	1.21.4	rust-package	https://crates.io/crates/once_cell/1.21.4	MIT OR Apache-2.0	MIT	licenses/once_cell-1.21.4-LICENSE-MIT-MIT-4858baa7db-23f18e03dc49.txt	licenses/adler2-2.0.1-LICENSE-MIT-MIT-ceec63d9fa-23f18e03dc49.txt	23f18e03dc49df91622fe2a76176497404e46ced8a715d9d2b67a7446571cca3		arch-x86_64,el10-x86_64,fedora44-x86_64,macos-universal,ubuntu-amd64,windows-x64	TARGET_LINKED_RUNTIME	Target compilation-unit owner: mcraw4vulkan -normal:mcraw4vulkan_display-> mcraw4vulkan-display@0.1.0 -normal:wgpu-> wgpu@24.0.5 -normal:hal-> wgpu-hal@24.0.4 -normal:once_cell-> once_cell@1.21.4. Observed unit contexts: TARGET_LINKED_RUNTIME.		PASS
